,losses
0,"tensor(0.0011, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0011, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0021, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0025, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7594, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7681, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0017, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0026, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0017, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7133, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0018, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0068, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0127, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0015, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0019, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7757, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0041, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7739, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0014, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0014, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0030, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7764, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0142, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0022, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7661, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0014, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0019, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0033, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0017, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0028, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0016, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0045, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0050, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0084, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0015, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.3677, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0680, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0017, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7630, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0025, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0013, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8257, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0055, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0014, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0035, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0098, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0011, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7602, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0011, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0023, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7677, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0036, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7588, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8158, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0018, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0018, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0182, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0051, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7406, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0156, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0021, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0022, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0019, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0011, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0026, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7581, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0014, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0022, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0023, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0016, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0015, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0063, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0015, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0065, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0022, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0015, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7454, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7522, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0016, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0015, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7477, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0014, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0013, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0019, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0013, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0019, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0016, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7139, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0134, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0055, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7600, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0057, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0015, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0131, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7822, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0025, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0012, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0042, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0020, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0011, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0010, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7571, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0013, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0016, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0008, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7641, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0011, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0013, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0009, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7658, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0002, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0077, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0007, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0005, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0003, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
